,Number of Certified Beds,Number of Residents in Certified Beds,Total Weighted Health Survey Score,Adjusted Total Nurse Staffing Hours per Resident per Day,Number of Facility Reported Incidents,Number of Substantiated Complaints,Total Number of Penalties,clusters,cluster
3390,131,87,609.833,2.95815,0,17,1,3,purple
3391,173,160,16.0,4.02065,0,0,0,1,v.light purple
3392,101,95,14.0,3.66125,0,0,0,2,light purple
3393,75,73,44.0,2.66886,0,2,0,0,pink
3394,90,80,5.333,3.52379,0,0,0,2,light purple
3395,172,122,180.167,3.84087,0,14,1,5,v.dark purple
3396,70,69,31.333,3.43361,0,1,1,0,pink
3397,100,80,20.0,3.27757,0,0,0,2,light purple
3398,122,111,14.667,3.3654,0,0,0,2,light purple
3399,52,48,20.667,3.37828,0,5,1,0,pink
3400,155,138,12.0,3.60996,0,0,0,1,v.light purple
3401,110,75,74.0,3.80598,0,1,1,2,light purple
3402,182,161,12.667,3.27873,0,3,0,1,v.light purple
3403,29,28,27.333,3.27443,0,0,1,0,pink
3404,133,116,17.333,4.17335,0,0,0,2,light purple
3405,105,98,14.0,3.72888,0,0,0,2,light purple
3406,68,64,6.667,2.83824,0,0,0,0,pink
3407,135,117,12.0,3.54192,0,0,0,2,light purple
3408,188,177,6.0,4.08087,0,0,0,1,v.light purple
3409,103,91,8.667,2.92975,0,0,0,2,light purple
3410,65,54,26.667,3.8719,0,0,0,0,pink
3411,117,79,9.333,3.16869,0,4,0,2,light purple
3412,69,60,12.0,3.34892,0,0,0,0,pink
3413,73,62,524.167,2.81193,1,14,0,3,purple
3414,107,75,4.0,3.2438,0,0,0,2,light purple
3415,128,103,165.667,4.24609,0,5,2,5,v.dark purple
3416,116,104,24.667,3.16403,0,0,2,2,light purple
3417,60,41,35.333,3.70592,0,12,1,0,pink
3418,242,235,23.333,2.92635,0,2,0,1,v.light purple
3419,143,76,40.667,3.272,0,2,1,2,light purple
3420,284,205,10.667,3.41914,0,0,0,1,v.light purple
3421,11,5,6.0,10.05794,0,0,0,0,pink
3422,100,98,8.0,3.32647,0,0,0,2,light purple
3423,126,91,105.667,3.81946,0,3,2,5,v.dark purple
3424,66,65,12.667,3.49112,0,0,0,0,pink
3425,119,66,48.0,6.15683,0,0,0,2,light purple
3426,200,162,8.0,3.75592,0,0,0,1,v.light purple
3427,158,115,82.333,4.54576,0,1,1,1,v.light purple
3428,42,42,18.0,4.13237,0,0,0,0,pink
3429,105,80,49.667,4.55985,0,0,2,2,light purple
3430,254,221,33.333,4.40225,0,0,0,1,v.light purple
3431,144,125,40.667,3.48215,0,1,2,2,light purple
3432,91,78,42.0,5.1429,0,0,0,2,light purple
3433,60,45,12.0,4.25918,3,0,0,0,pink
3434,100,78,10.0,3.03146,0,0,0,2,light purple
3435,118,106,58.0,5.58316,0,1,2,2,light purple
3436,252,184,46.333,3.70516,0,2,0,1,v.light purple
3437,60,48,82.333,3.09104,0,1,1,0,pink
3438,149,131,81.0,3.64757,0,6,2,1,v.light purple
3439,196,191,21.333,3.17158,0,0,0,1,v.light purple
3440,129,117,11.333,3.26676,0,2,0,2,light purple
3441,50,39,49.333,4.08959,0,1,0,0,pink
3442,144,131,45.333,3.11939,2,22,3,2,light purple
3443,128,73,15.333,3.07151,0,0,0,2,light purple
3444,71,60,14.667,3.08237,0,0,0,0,pink
3445,143,77,24.667,3.35819,0,2,1,2,light purple
3446,210,130,5.333,3.2422,0,0,0,1,v.light purple
3447,134,121,20.0,3.07873,2,7,0,2,light purple
3448,169,88,159.0,4.3554,0,8,3,5,v.dark purple
3449,83,76,20.0,3.33464,0,0,0,2,light purple
3450,100,93,8.667,2.948,0,0,0,2,light purple
3451,89,70,10.0,3.92569,0,0,0,2,light purple
3452,109,102,20.667,2.92304,0,3,0,2,light purple
3453,102,55,215.333,3.16668,0,2,1,5,v.dark purple
3454,102,90,33.333,2.69453,0,1,2,2,light purple
3455,143,125,4.667,3.00673,0,0,1,2,light purple
3456,120,110,16.0,4.16702,0,0,0,2,light purple
3457,100,97,6.667,3.93178,0,0,1,2,light purple
3458,100,83,6.667,2.96602,0,0,0,2,light purple
3459,117,96,10.667,3.34218,0,0,0,2,light purple
3460,250,140,1.333,5.8578,0,0,0,1,v.light purple
3461,78,62,3.333,4.02062,0,0,0,0,pink
3462,60,58,18.0,2.93725,0,0,0,0,pink
3463,67,53,20.667,3.58923,0,0,1,0,pink
3464,55,55,12.667,3.89254,0,0,0,0,pink
3465,98,80,15.333,3.47673,0,0,0,2,light purple
3466,40,34,14.0,5.91784,0,0,0,0,pink
3467,60,48,12.667,3.88393,0,1,0,0,pink
3468,64,56,4.667,4.28154,0,0,0,0,pink
3469,56,53,44.0,4.14386,0,0,0,0,pink
3470,90,76,16.0,4.12609,0,1,0,2,light purple
3471,178,121,8.667,3.33629,0,0,0,1,v.light purple
3472,60,47,18.667,3.57405,0,0,0,0,pink
3473,32,29,1.333,4.97034,0,0,0,0,pink
3474,100,89,10.667,3.44621,0,2,0,2,light purple
3475,71,68,12.667,3.73661,0,0,0,0,pink
3476,136,111,268.5,3.31022,0,7,3,5,v.dark purple
3477,62,49,29.333,3.24456,0,0,0,0,pink
3478,104,74,6.0,3.32609,0,0,0,2,light purple
3479,92,87,14.667,2.60787,0,2,0,2,light purple
3480,63,53,4.667,3.8865,0,0,0,0,pink
3481,75,65,19.333,3.0959,0,10,0,0,pink
3482,99,88,78.333,3.4138,0,2,2,2,light purple
3483,124,97,51.333,3.44696,0,4,1,2,light purple
3484,45,36,40.667,3.70036,0,0,0,0,pink
3485,139,66,22.0,3.04319,0,1,0,2,light purple
3486,99,55,386.0,3.18548,4,9,2,3,purple
3487,30,18,19.333,5.08554,0,0,0,0,pink
3488,98,62,50.0,3.3428,0,3,0,2,light purple
3489,64,30,275.5,3.2237,0,1,1,5,v.dark purple
3490,110,78,50.667,3.34769,0,6,0,2,light purple
3491,251,171,178.0,3.40189,2,61,2,1,v.light purple
3492,127,58,37.333,4.35068,0,4,0,2,light purple
3493,115,100,60.0,3.23617,2,7,0,2,light purple
3494,40,33,8.667,3.64722,0,1,0,0,pink
3495,128,104,26.0,3.56965,0,6,0,2,light purple
3496,140,82,38.667,3.09647,0,6,0,2,light purple
3497,110,83,18.667,3.42049,1,4,0,2,light purple
3498,98,56,52.333,2.65398,0,10,6,2,light purple
3499,148,72,210.0,3.75467,0,25,3,5,v.dark purple
3500,75,63,37.333,3.45328,0,2,0,0,pink
3501,190,137,34.0,3.53307,0,1,0,1,v.light purple
3502,110,82,6.0,3.52081,0,3,0,2,light purple
3503,203,182,34.667,3.2552,0,3,0,1,v.light purple
3504,90,74,52.667,3.33867,0,0,0,2,light purple
3505,173,120,81.333,2.48602,0,12,0,1,v.light purple
3506,197,168,45.333,2.13269,2,15,0,1,v.light purple
3507,80,72,2.0,3.6129,0,0,0,0,pink
3508,156,143,52.0,2.68323,11,28,0,1,v.light purple
3509,235,90,42.667,4.07705,1,0,0,1,v.light purple
3510,92,67,28.0,2.98293,0,2,0,2,light purple
3511,154,113,26.0,3.42095,0,4,0,2,light purple
3512,121,98,152.0,3.80424,3,10,1,5,v.dark purple
3513,75,71,23.333,2.86486,0,0,0,0,pink
3514,25,12,4.667,3.0623,0,0,0,0,pink
3515,119,76,20.667,4.00421,0,0,0,2,light purple
3516,104,89,73.333,4.25125,4,4,1,2,light purple
3517,50,43,24.667,5.74011,0,8,0,0,pink
3518,245,170,155.667,3.22488,3,26,0,1,v.light purple
3519,180,166,40.0,3.29776,1,27,0,1,v.light purple
3520,106,82,60.0,3.04365,0,12,0,2,light purple
3521,99,95,16.667,3.05937,0,7,0,2,light purple
3522,96,49,22.667,3.3039,2,3,0,0,pink
3523,100,68,14.0,4.71018,0,0,0,2,light purple
3524,158,114,36.0,3.24605,0,0,0,2,light purple
3525,63,46,171.667,3.09363,2,5,0,5,v.dark purple
3526,36,12,12.0,6.75117,3,0,0,0,pink
3527,71,48,24.0,3.84302,0,1,0,0,pink
3528,181,99,81.0,3.16799,0,9,1,1,v.light purple
3529,160,134,68.0,2.17734,3,10,0,1,v.light purple
3530,197,160,92.667,3.2031,1,22,0,1,v.light purple
3531,120,92,60.0,3.83984,0,6,0,2,light purple
3532,167,117,55.0,2.85516,6,1,1,1,v.light purple
3533,294,236,62.0,2.98954,3,39,0,4,dark purple
3534,87,64,37.333,3.07987,0,2,0,0,pink
3535,214,171,62.667,4.13757,7,5,2,1,v.light purple
3536,111,68,37.333,3.96342,0,0,0,2,light purple
3537,310,267,113.667,2.97946,1,8,0,4,dark purple
3538,184,125,201.333,3.23121,3,39,1,5,v.dark purple
3539,227,175,20.0,3.40001,2,1,0,1,v.light purple
3540,245,227,63.167,1.52017,3,4,2,1,v.light purple
3541,113,107,145.167,2.59944,1,16,1,5,v.dark purple
3542,93,86,199.833,3.61012,0,0,1,5,v.dark purple
3543,312,239,94.667,3.24978,0,24,0,4,dark purple
3544,190,159,36.0,3.79716,2,2,0,1,v.light purple
3545,63,26,34.0,5.02518,0,3,1,0,pink
3546,109,63,58.667,3.19908,0,1,0,2,light purple
3547,106,75,63.333,3.57724,1,22,0,2,light purple
3548,43,36,36.0,3.72068,0,2,0,0,pink
3549,115,89,323.667,3.53315,0,31,2,3,purple
3550,219,169,24.0,2.45684,0,9,0,1,v.light purple
3551,30,26,74.0,4.82593,0,4,2,0,pink
3552,70,61,4.667,2.97656,0,0,0,0,pink
3553,39,36,14.667,3.85293,0,0,0,0,pink
3554,224,158,22.667,4.03489,0,0,0,1,v.light purple
3555,112,61,73.333,4.12001,0,3,0,2,light purple
3556,93,70,32.667,3.66353,0,5,0,2,light purple
3557,98,59,66.0,3.01532,0,4,0,2,light purple
3558,150,144,2.667,4.19349,0,0,1,1,v.light purple
3559,118,54,120.333,3.15026,7,17,2,5,v.dark purple
3560,100,92,23.333,3.95946,0,8,0,2,light purple
3561,70,56,26.667,3.44167,0,0,0,0,pink
3562,106,80,29.333,4.36895,0,1,0,2,light purple
3563,213,118,133.333,2.98712,6,30,4,1,v.light purple
3564,254,231,4.667,3.97576,0,0,0,1,v.light purple
3565,119,112,36.0,3.22422,1,3,0,2,light purple
3566,95,80,80.167,3.77015,2,9,2,2,light purple
3567,219,187,82.667,2.87536,1,10,0,1,v.light purple
3568,96,44,40.0,2.77055,0,0,0,0,pink
3569,43,31,5.333,3.17927,0,0,0,0,pink
3570,59,49,8.667,3.60138,0,0,0,0,pink
3571,300,207,91.333,2.75053,0,23,0,1,v.light purple
3572,213,117,106.667,3.10118,0,39,2,1,v.light purple
3573,105,66,355.0,3.66911,0,28,2,3,purple
3574,109,86,40.0,4.31203,0,3,0,2,light purple
3575,130,62,20.0,3.26248,0,0,0,2,light purple
3576,107,96,74.667,3.31374,0,5,1,2,light purple
3577,204,178,102.0,3.21725,7,24,1,1,v.light purple
3578,248,234,60.667,3.2111,2,14,0,1,v.light purple
3579,130,106,398.333,4.44004,5,26,2,3,purple
3580,202,128,315.333,2.99074,9,26,4,3,purple
3581,130,83,18.667,4.24253,0,5,0,2,light purple
3582,74,50,30.667,3.2488,0,7,0,0,pink
3583,154,121,59.333,4.25429,0,14,0,2,light purple
3584,155,142,78.667,2.62792,6,10,1,1,v.light purple
3585,93,62,14.667,3.31359,0,2,0,0,pink
3586,200,162,7.333,2.44969,0,2,0,1,v.light purple
3587,51,44,42.667,4.35816,2,3,0,0,pink
3588,133,122,46.667,3.95743,0,8,1,2,light purple
3589,90,80,33.333,3.73627,0,1,0,2,light purple
3590,121,101,51.333,3.83413,0,0,0,2,light purple
3591,79,63,24.667,3.39907,0,0,0,0,pink
3592,59,48,36.667,4.39287,0,1,2,0,pink
3593,55,29,51.333,3.49084,0,3,0,0,pink
3594,121,88,22.0,4.1103,0,4,0,2,light purple
3595,200,114,75.333,4.42589,1,12,0,1,v.light purple
3596,179,140,18.667,3.40532,0,7,0,1,v.light purple
3597,84,64,36.667,6.35431,1,0,0,0,pink
3598,191,114,40.0,3.58395,3,23,1,1,v.light purple
3599,150,139,28.667,3.0964,0,4,1,1,v.light purple
3600,120,90,40.667,3.24808,1,3,0,2,light purple
3601,154,114,102.667,2.15735,6,23,3,2,light purple
3602,100,70,13.333,3.13178,0,0,0,2,light purple
3603,188,148,66.667,4.68277,0,0,0,1,v.light purple
3604,195,160,48.0,4.04265,0,10,0,1,v.light purple
3605,131,110,112.333,4.12442,0,0,0,5,v.dark purple
3606,146,137,21.333,3.29373,0,1,1,1,v.light purple
3607,225,197,88.667,3.89522,0,25,0,1,v.light purple
3608,171,111,38.0,4.3668,2,16,1,1,v.light purple
3609,92,66,33.333,4.31815,0,5,0,2,light purple
3610,127,111,24.0,3.77555,0,3,0,2,light purple
3611,42,37,4.0,4.71804,0,0,0,0,pink
3612,213,186,133.5,2.31028,1,35,2,1,v.light purple
3613,71,62,68.0,5.0821,0,7,1,0,pink
3614,79,61,26.0,4.02207,0,0,0,0,pink
3615,131,116,185.333,4.22796,0,1,0,5,v.dark purple
3616,57,55,34.0,6.02377,0,0,0,0,pink
3617,96,64,34.0,4.08312,0,0,0,2,light purple
3618,128,123,20.667,3.52525,0,0,0,2,light purple
3619,123,111,36.667,2.30198,0,8,0,2,light purple
3620,89,84,34.667,3.57938,2,2,0,2,light purple
3621,128,91,29.333,4.45807,0,2,0,2,light purple
3622,252,226,42.667,3.36751,0,0,2,1,v.light purple
3623,116,97,33.0,2.98605,0,7,0,2,light purple
3624,84,47,30.667,3.4978,0,0,1,0,pink
3625,120,103,46.667,2.55455,0,4,0,2,light purple
3626,66,50,35.333,4.83438,0,0,0,0,pink
3627,148,130,42.0,3.54696,3,8,0,2,light purple
3628,97,67,47.333,3.54763,0,3,0,2,light purple
3629,60,52,1.333,3.33275,0,0,0,0,pink
3630,68,57,12.0,4.99428,0,1,0,0,pink
3631,141,103,26.0,3.62273,1,17,0,2,light purple
3632,40,29,5.333,5.2144,0,0,0,0,pink
3633,120,91,22.667,3.75485,2,0,0,2,light purple
3634,72,59,12.0,3.43938,0,1,0,0,pink
3635,104,81,19.333,3.438,0,3,0,2,light purple
3636,106,77,20.667,5.83293,0,1,0,2,light purple
3637,189,148,48.667,2.72719,1,19,0,1,v.light purple
3638,88,43,159.333,4.06802,0,13,1,5,v.dark purple
3639,40,40,36.667,3.93775,0,1,0,0,pink
3640,216,198,28.0,2.94117,0,8,0,1,v.light purple
3641,80,52,70.0,3.08781,0,12,1,0,pink
3642,197,110,46.0,3.69597,2,7,0,1,v.light purple
3643,84,51,47.333,3.25798,0,1,0,0,pink
3644,81,46,41.333,3.42719,0,5,0,0,pink
3645,100,95,30.667,4.57404,0,0,0,2,light purple
3646,116,47,26.667,3.7963,0,0,0,2,light purple
3647,115,49,18.0,3.77496,0,9,0,2,light purple
3648,203,142,36.667,3.73431,0,8,0,1,v.light purple
3649,116,66,134.333,3.63621,0,8,2,5,v.dark purple
3650,88,76,17.333,3.10534,0,2,0,2,light purple
3651,110,98,88.0,2.9704,2,31,0,2,light purple
3652,99,95,13.333,2.45195,2,0,0,2,light purple
3653,158,137,60.667,3.0341,0,10,0,1,v.light purple
3654,150,129,90.0,3.67607,0,18,2,1,v.light purple
3655,50,35,44.0,4.18456,0,0,0,0,pink
3656,130,84,174.833,2.95035,0,25,4,5,v.dark purple
3657,97,49,222.333,3.60223,0,8,0,5,v.dark purple
3658,103,83,130.667,2.87531,0,20,1,5,v.dark purple
3659,144,103,36.667,2.65706,0,17,0,2,light purple
3660,63,43,47.333,2.95989,0,9,0,0,pink
3661,92,74,19.333,4.41322,0,2,1,2,light purple
3662,82,50,107.5,4.53288,0,7,1,5,v.dark purple
3663,49,35,6.0,4.46325,0,2,0,0,pink
3664,94,67,86.667,2.85178,0,21,0,2,light purple
3665,28,24,13.333,7.04807,0,0,1,0,pink
3666,214,179,80.0,4.44772,1,14,0,1,v.light purple
3667,132,120,36.0,3.90901,0,3,0,2,light purple
3668,244,207,50.0,2.50196,0,11,0,1,v.light purple
3669,118,91,51.333,3.85467,0,3,0,2,light purple
3670,84,48,9.333,3.39232,0,4,0,0,pink
3671,94,78,201.667,6.15337,9,21,3,5,v.dark purple
3672,66,35,6.0,6.66139,0,0,0,0,pink
3673,64,60,31.333,4.57504,0,0,0,0,pink
3674,111,65,88.667,3.80885,0,7,0,2,light purple
3675,57,47,8.0,2.95928,0,0,0,0,pink
3676,126,113,40.0,3.35255,0,3,0,2,light purple
3677,99,53,54.0,3.15697,2,0,0,2,light purple
3678,78,75,18.0,3.06359,0,2,1,0,pink
3679,72,41,34.0,3.3784,0,1,0,0,pink
3680,132,114,84.667,3.07583,2,45,1,2,light purple
3681,200,113,77.333,2.64687,3,23,0,1,v.light purple
3682,51,43,20.0,4.09779,1,3,0,0,pink
3683,15,14,40.667,6.64341,0,0,0,0,pink
3684,92,52,69.0,4.15534,0,0,0,0,pink
3685,98,58,35.333,3.34808,0,0,0,2,light purple
3686,28,19,7.333,5.09407,0,0,0,0,pink
3687,141,113,24.0,3.01354,0,13,1,2,light purple
3688,207,133,111.5,4.12002,2,27,1,1,v.light purple
3689,135,89,27.333,4.88336,3,1,0,2,light purple
3690,117,104,50.0,5.1181,0,16,0,2,light purple
3691,30,28,97.667,6.6883,0,3,1,0,pink
3692,74,61,21.333,3.02962,0,2,0,0,pink
3693,142,122,12.0,2.17525,0,0,0,2,light purple
3694,150,94,410.5,3.45311,0,24,1,3,purple
3695,123,75,93.333,3.98921,0,18,1,2,light purple
3696,141,118,36.667,3.80855,0,2,0,2,light purple
3697,212,135,32.0,3.79489,2,9,0,1,v.light purple
3698,70,31,123.333,3.47776,2,15,1,5,v.dark purple
3699,134,120,63.333,3.98335,5,0,1,2,light purple
3700,55,37,54.0,3.15245,0,11,0,0,pink
3701,130,103,367.833,3.7731,4,23,3,3,purple
3702,64,56,26.667,4.87935,0,3,0,0,pink
3703,180,76,36.0,3.69512,0,4,0,2,light purple
3704,36,20,21.333,4.96987,0,0,0,0,pink
3705,57,46,28.667,3.1908,0,0,0,0,pink
3706,120,93,14.0,4.23387,0,5,0,2,light purple
3707,131,85,12.667,3.52154,0,8,0,2,light purple
3708,104,70,69.333,4.17821,1,13,0,2,light purple
3709,62,55,37.333,4.12638,0,1,0,0,pink
3710,124,69,69.333,4.16987,0,4,0,2,light purple
3711,26,19,41.333,6.50065,0,0,1,0,pink
3712,60,47,38.0,5.78045,0,1,0,0,pink
3713,182,138,96.667,4.38618,1,5,1,1,v.light purple
3714,304,280,43.333,2.73932,0,6,0,4,dark purple
3715,368,317,48.0,4.07619,0,10,0,4,dark purple
3716,64,59,52.667,4.90614,4,5,2,0,pink
3717,38,19,142.0,4.52403,0,1,1,5,v.dark purple
3718,60,34,48.0,3.42464,0,1,0,0,pink
3719,56,35,31.333,3.60896,0,2,0,0,pink
3720,49,28,32.667,3.62526,1,8,0,0,pink
3721,128,77,96.667,3.21693,8,8,1,2,light purple
3722,37,31,24.0,4.60438,0,1,0,0,pink
3723,60,55,0.667,3.99266,0,0,0,0,pink
3724,135,120,45.333,3.62548,0,5,0,2,light purple
3725,240,113,65.0,6.98542,0,6,1,1,v.light purple
3726,203,141,55.333,3.00921,2,6,0,1,v.light purple
3727,128,73,114.667,3.22735,2,6,2,5,v.dark purple
3728,100,74,58.0,3.8919,0,0,0,2,light purple
3729,250,247,39.167,4.76187,8,9,1,1,v.light purple
3730,143,71,22.0,4.80487,0,2,0,2,light purple
3731,151,101,37.333,3.4085,3,4,0,2,light purple
3732,149,135,35.333,2.58593,0,2,0,1,v.light purple
3733,99,56,18.667,3.99913,0,1,0,2,light purple
3734,88,80,22.667,3.08739,0,5,0,2,light purple
3735,225,166,112.167,2.61927,3,36,2,1,v.light purple
3736,39,25,20.0,4.4556,4,0,0,0,pink
3737,10,10,2.667,8.54601,0,0,0,0,pink
3738,178,141,27.333,2.79178,0,6,0,1,v.light purple
3739,71,59,13.333,3.61647,0,0,0,0,pink
3740,66,51,83.333,4.02924,0,3,1,0,pink
3741,75,58,18.0,4.26068,0,6,1,0,pink
3742,84,69,62.0,3.4048,0,0,0,0,pink
3743,74,68,49.333,3.32953,0,8,1,0,pink
3744,60,46,33.667,4.47063,0,3,1,0,pink
3745,98,74,161.333,2.89991,3,16,4,5,v.dark purple
3746,79,53,28.667,4.00299,0,2,0,0,pink
3747,41,33,14.0,2.11139,0,0,0,0,pink
3748,128,122,34.667,2.65579,2,8,0,2,light purple
3749,79,70,17.333,2.82827,0,0,0,0,pink
3750,123,109,28.667,3.34868,0,7,4,2,light purple
3751,169,145,42.0,3.69792,0,4,0,1,v.light purple
3752,57,44,45.333,6.95497,0,3,1,0,pink
3753,66,43,123.5,3.09905,0,3,1,5,v.dark purple
3754,214,168,68.667,5.26231,4,13,1,1,v.light purple
3755,73,65,62.667,3.19419,0,4,0,0,pink
3756,94,74,26.667,3.91804,1,0,0,2,light purple
3757,120,101,23.333,3.31108,0,2,0,2,light purple
3758,119,105,32.667,3.62643,0,6,0,2,light purple
3759,122,80,54.0,3.79387,2,15,0,2,light purple
3760,55,39,38.667,3.54009,0,3,0,0,pink
3761,66,34,30.0,4.05234,0,0,0,0,pink
3762,140,72,237.333,2.26534,2,61,1,5,v.dark purple
3763,72,51,32.667,5.77498,0,0,0,0,pink
3764,101,88,37.333,2.9952,0,6,0,2,light purple
3765,83,51,64.0,4.43224,3,3,0,0,pink
3766,120,105,60.667,5.34739,2,15,0,2,light purple
3767,122,89,76.0,3.49911,0,26,2,2,light purple
3768,74,35,41.333,3.35579,0,4,0,0,pink
3769,56,52,4.0,4.58902,0,0,0,0,pink
3770,157,150,15.333,3.65206,2,0,0,1,v.light purple
3771,100,86,1.333,4.27749,0,0,0,2,light purple
3772,120,91,36.667,3.05303,0,4,0,2,light purple
3773,98,60,70.0,3.20038,0,4,1,2,light purple
3774,268,179,107.5,2.96076,0,36,3,1,v.light purple
3775,90,79,32.0,3.20428,0,6,0,2,light purple
3776,243,173,120.667,3.7619,4,15,2,1,v.light purple
3777,107,77,50.0,3.84096,2,16,0,2,light purple
3778,58,47,21.333,3.24152,0,0,0,0,pink
3779,50,43,23.333,4.14336,0,2,0,0,pink
3780,56,40,30.667,3.33005,0,0,0,0,pink
3781,62,44,24.0,4.24196,0,2,0,0,pink
3782,11,7,6.0,8.45314,0,0,0,0,pink
3783,65,53,23.333,3.03406,0,3,0,0,pink
3784,85,71,209.667,4.61399,4,12,3,5,v.dark purple
3785,87,57,46.667,3.16186,2,5,0,0,pink
3786,91,80,40.667,3.42696,0,5,0,2,light purple
3787,100,86,20.667,3.9157,0,1,0,2,light purple
3788,88,77,37.333,4.71596,0,0,0,2,light purple
3789,198,173,14.0,2.62041,1,10,0,1,v.light purple
3790,74,52,71.333,4.41397,0,10,0,0,pink
3791,122,115,128.333,4.28797,0,0,1,5,v.dark purple
3792,160,102,26.667,3.01825,0,0,0,2,light purple
3793,85,59,43.333,3.79252,0,5,0,0,pink
3794,131,112,54.667,2.94785,1,30,1,2,light purple
3795,120,94,98.667,4.68963,0,2,1,2,light purple
3796,100,60,84.667,3.40975,0,11,1,2,light purple
3797,45,28,47.333,4.29674,0,0,2,0,pink
3798,70,65,28.0,3.10463,0,0,0,0,pink
3799,110,80,179.0,3.52918,0,64,2,5,v.dark purple
3800,104,82,11.333,3.40226,0,2,1,2,light purple
3801,117,107,43.333,4.32844,0,6,0,2,light purple
3802,60,48,42.667,3.25551,2,2,0,0,pink
3803,97,78,28.667,2.95877,0,7,0,2,light purple
3804,99,53,56.833,3.30722,0,5,1,2,light purple
3805,178,127,32.667,4.33629,0,7,0,1,v.light purple
3806,60,57,58.0,3.24571,0,0,0,0,pink
3807,97,48,18.667,4.96766,0,4,0,0,pink
3808,89,56,25.333,3.1542,2,1,0,0,pink
3809,86,76,52.0,3.2269,3,13,1,2,light purple
3810,203,172,53.333,3.779,5,12,0,1,v.light purple
3811,118,109,76.667,2.49699,1,15,2,2,light purple
3812,49,36,0.667,5.21709,0,0,0,0,pink
3813,92,85,20.0,2.86779,0,0,0,2,light purple
3814,139,100,125.333,4.39698,0,22,2,5,v.dark purple
3815,75,44,28.0,3.4111,0,0,0,0,pink
3816,94,80,21.333,3.98364,0,0,0,2,light purple
3817,316,131,48.667,2.62415,5,15,0,1,v.light purple
3818,92,67,8.667,3.12646,0,3,0,2,light purple
3819,110,63,25.333,5.01638,0,0,0,2,light purple
3820,41,29,36.0,4.92275,1,0,0,0,pink
3821,108,67,88.667,3.35894,1,8,0,2,light purple
3822,34,9,1.333,7.50977,0,0,0,0,pink
3823,98,88,44.0,3.59803,4,1,0,2,light purple
3824,98,91,36.0,3.55894,0,5,0,2,light purple
3825,92,56,25.333,2.88439,0,3,0,0,pink
3826,96,52,116.0,3.36695,0,3,1,5,v.dark purple
3827,100,86,137.667,3.97242,0,9,1,5,v.dark purple
3828,137,106,18.0,3.89633,0,0,0,2,light purple
3829,80,56,117.333,4.1009,1,0,0,5,v.dark purple
3830,117,18,58.667,6.38473,0,12,1,0,pink
3831,110,70,28.667,3.13398,3,1,0,2,light purple
3832,102,75,152.167,3.74689,2,32,5,5,v.dark purple
3833,112,97,66.0,3.73089,3,10,0,2,light purple
3834,92,74,80.667,4.44761,6,4,0,2,light purple
3835,106,95,35.333,2.80564,0,11,0,2,light purple
3836,135,106,35.333,2.94186,1,0,0,2,light purple
3837,202,157,78.0,3.91571,0,14,0,1,v.light purple
3838,100,64,28.667,3.38267,2,1,0,2,light purple
3839,74,64,46.0,2.811,2,1,0,0,pink
3840,76,46,17.333,3.2843,0,0,0,0,pink
3841,80,56,79.667,3.51642,0,12,0,0,pink
3842,148,98,54.667,3.05285,5,4,0,2,light purple
3843,129,110,66.667,3.08323,0,4,0,2,light purple
3844,68,33,66.0,3.62357,0,1,0,0,pink
3845,102,72,126.667,3.87031,2,29,3,5,v.dark purple
3846,266,219,70.0,2.6414,3,21,1,1,v.light purple
3847,134,120,50.667,3.46649,3,14,1,2,light purple
3848,168,151,0.0,3.16392,0,0,0,1,v.light purple
3849,267,211,56.667,3.31426,10,5,0,1,v.light purple
3850,86,81,33.333,2.5603,0,0,0,2,light purple
3851,100,91,12.667,5.35213,0,0,0,2,light purple
3852,178,134,92.0,3.1543,0,8,1,1,v.light purple
3853,298,235,34.0,3.12451,0,5,0,4,dark purple
3854,203,185,86.0,2.22766,3,27,1,1,v.light purple
3855,245,216,147.0,4.58817,2,15,2,1,v.light purple
3856,38,29,6.667,4.75174,0,1,0,0,pink
3857,152,136,34.667,3.41048,0,4,0,1,v.light purple
3858,100,88,12.0,3.89108,0,0,0,2,light purple
3859,155,114,42.0,3.35609,3,4,0,2,light purple
3860,113,35,81.0,4.50278,0,5,2,2,light purple
3861,115,102,22.667,2.45903,4,3,0,2,light purple
3862,129,89,66.0,4.43356,0,12,0,2,light purple
